event_id,mag,scaled_mag,depth_km,depth_category,felt,gap,sig,significant,region,station_network,local_claims_filed
tx2026olgiuk,2.7,0.041666666666666706,5.9973,shallow,0,51,112,0,"Toyah, Texas",SCEDC-01,8
us7000t307,4.3,0.375,604.584,deep,0,122,284,0,"Levuka, Fiji",PNSN-07,0
us7000t35y,4.3,0.375,10,shallow,1,164,285,0,"Attu Station, Alaska",CEA-12,11
us6000tg5m,2.7,0.041666666666666706,10,shallow,0,249,112,0,"Adak, Alaska",PNSN-07,3
us7000t2zy,4.3,0.375,10,shallow,0,153,284,0,"La Esperanza (El Zapotal), Mexico",SCEDC-01,9
nn00922257,2.67,0.03541666666666665,7.3908,shallow,0,150,110,0,"Tonopah, Nevada",PNSN-07,5
us6000tgq1,4.2,0.35416666666666674,20.906,shallow,0,133,271,0,"Puerto Madero, Mexico",PNSN-07,9
aka2026onnfpz,2.9,0.08333333333333331,88.3,intermediate,0,45,129,0,"Happy Valley, Alaska",CEA-12,15
pr71525543,3,0.10416666666666667,21.51,shallow,0,268,138,0,"Christiansted, U.S. Virgin Islands",SCEDC-01,10
pr71525533,2.71,0.04375,15.05,shallow,0,197,113,0,"Guánica, Puerto Rico",USGS-WEST,4
us6000tgq0,4.6,0.43749999999999994,10,shallow,0,158,326,0,central Mid-Atlantic Ridge,USGS-WEST,8
us6000tg5h,3.1,0.12500000000000003,35,shallow,0,211,148,0,"Atka, Alaska",unknown,0
us6000tgpz,4.3,0.375,10,shallow,0,100,284,0,Southwest Indian Ridge,PNSN-07,0
us7000t2zt,4.2,0.35416666666666674,578.251,deep,0,122,271,0,"Levuka, Fiji",PNSN-07,13
aka2026onlcjf,2.6,0.020833333333333353,5,shallow,0,273,104,0,"Atka, Alaska",PNSN-07,0
aka2026onkohk,2.7,0.041666666666666706,7.5,shallow,0,133,112,0,"Adak, Alaska",PNSN-07,0
us7000t2ye,5.1,0.5416666666666666,10,shallow,0,72,400,1,Mid-Indian Ridge,USGS-WEST,3
us7000t2xk,4.3,0.375,145.105,intermediate,0,103,284,0,"Palca, Peru",PNSN-07,14
us6000tg38,2.9,0.08333333333333331,10,shallow,0,308,129,0,"Atka, Alaska",SCEDC-01,11
us6000tgpy,4.2,0.35416666666666674,10,shallow,0,103,271,0,"Tual, Indonesia",PNSN-07,12
us7000t2xe,4.1,0.33333333333333326,126.667,intermediate,0,151,259,0,"Jurm, Afghanistan",CEA-12,8
us6000tgpw,4.3,0.375,195.72,intermediate,0,134,284,0,"Santa Clara, Philippines",PNSN-07,6
us6000tgpx,4.2,0.35416666666666674,163.615,intermediate,0,103,271,0,"Gampengrejo, Indonesia",PNSN-07,0
us6000tg32,3.1,0.12500000000000003,10,shallow,0,238,148,0,"Atka, Alaska",CEA-12,0
aka2026onayaw,2.6,0.020833333333333353,2.6,shallow,0,281,104,0,"Adak, Alaska",PNSN-07,4
pr2026205000,4.8,0.47916666666666663,9,shallow,227,176,448,0,"San Antonio, Puerto Rico",PNSN-07,0
us7000t39l,2.7,0.041666666666666706,26.623,shallow,0,219,112,0,"Nikolski, Alaska",PNSN-07,0
aka2026omynku,2.5,0.0,22.8,shallow,0,231,96,0,"Adak, Alaska",SCEDC-01,5
aka2026omyhen,2.5,0.0,18.3,shallow,0,275,96,0,"Nikolski, Alaska",PNSN-07,4
us7000t39g,3,0.10416666666666667,35,shallow,0,213,138,0,"Atka, Alaska",USGS-WEST,0
us7000t2wx,5.1,0.5416666666666666,10,shallow,0,139,400,1,"Adak, Alaska",SCEDC-01,9
us7000t2ww,3.1,0.12500000000000003,10,shallow,0,258,148,0,"Ferndale, California",USGS-WEST,7
pr71525508,3.06,0.11666666666666668,7.85,shallow,2,313,145,0,"San Antonio, Puerto Rico",PNSN-07,6
us7000t2wu,4.4,0.3958333333333334,143.852,intermediate,0,110,298,0,"Lospalos, Timor Leste",PNSN-07,0
us7000t2ws,4.9,0.5000000000000001,35,shallow,0,69,369,0,South Sandwich Islands region,USGS-WEST,12
us7000t39a,3.5,0.20833333333333334,10,shallow,0,195,188,0,"Attu Station, Alaska",SCEDC-01,4
us7000t2wp,4.2,0.35416666666666674,10,shallow,13,39,278,0,"Schottwien, Austria",CEA-12,15
us7000t38y,3,0.10416666666666667,35,shallow,0,208,138,0,"Atka, Alaska",CEA-12,6
us6000tgpe,4.4,0.3958333333333334,10,shallow,0,63,298,0,"Abepura, Indonesia",PNSN-07,2
aka2026omtnkx,2.9,0.08333333333333331,20,shallow,0,309,129,0,"Atka, Alaska",USGS-WEST,1
us6000tgpc,4.2,0.35416666666666674,10,shallow,0,181,271,0,"Puerto Madero, Mexico",unknown,0
us7000t2w3,5.7,0.6666666666666667,42.513,shallow,3,40,501,1,"Ternate, Indonesia",PNSN-07,11
us7000t2w2,4.7,0.45833333333333337,243.118,intermediate,0,37,340,0,"Santa Domenica, Italy",PNSN-07,5
us7000t2w1,4.7,0.45833333333333337,10,shallow,0,86,340,0,"Sumatra, Indonesia",PNSN-07,4
aka2026omrugy,2.5,0.0,77,intermediate,0,84,96,0,"Anchor Point, Alaska",unknown,0
us7000t2vx,4.5,0.4166666666666667,10,shallow,0,209,312,0,"Puerto Madero, Mexico",CEA-12,5
us7000t38s,2.8,0.062499999999999965,46.99,shallow,0,221,121,0,"Rat Islands, Aleutian Islands, Alaska",USGS-WEST,14
us6000tgp9,4.4,0.3958333333333334,156.637,intermediate,0,98,298,0,"Bandar, Indonesia",PNSN-07,15
aka2026ompvkp,2.5,0.0,0.5,shallow,0,154,96,0,"Nikolski, Alaska",SCEDC-01,0
aka2026ompmvz,2.5,0.0,36,shallow,0,236,96,0,"Nikolski, Alaska",PNSN-07,0
aka2026ompdjf,3.1,0.12500000000000003,70.8,intermediate,0,119,148,0,"Chignik, Alaska",PNSN-07,13
us6000tgp6,4.4,0.3958333333333334,10,shallow,0,62,298,0,"Abepura, Indonesia",SCEDC-01,2
us6000tgp7,4.4,0.3958333333333334,10,shallow,0,62,298,0,"Abepura, Indonesia",SCEDC-01,11
us7000t2v2,4.5,0.4166666666666667,500.228,deep,0,62,312,0,"Levuka, Fiji",SCEDC-01,0
us6000tgp5,4.4,0.3958333333333334,10,shallow,0,93,298,0,"Abepura, Indonesia",PNSN-07,8
us7000t2uz,4.8,0.47916666666666663,10,shallow,0,37,354,0,"Abepura, Indonesia",SCEDC-01,0
us7000t2up,4.5,0.4166666666666667,552.116,deep,0,194,312,0,"Levuka, Fiji",PNSN-07,0
us7000t2ug,4.2,0.35416666666666674,10,shallow,2,154,272,0,"Port Orford, Oregon",CEA-12,3
aka2026omjywj,2.6,0.020833333333333353,36.4,shallow,0,231,104,0,"Nikolski, Alaska",SCEDC-01,12
us7000t2ue,4.3,0.375,79.625,intermediate,0,97,284,0,"Severo-Kuril’sk, Russia",USGS-WEST,1
pr71525468,2.96,0.09583333333333333,7.32,shallow,0,333,135,0,"Tierras Nuevas Poniente, Puerto Rico",SCEDC-01,0
us7000t38j,2.6,0.020833333333333353,56.524,shallow,0,209,104,0,"Akutan, Alaska",CEA-12,10
us6000tgp3,4,0.3125,54.334,shallow,0,187,246,0,"Pyay, Burma (Myanmar)",CEA-12,5
pr2026204000,3.54,0.21666666666666667,37,shallow,0,287,193,0,"Cruz Bay, U.S. Virgin Islands",SCEDC-01,4
us7000t2u4,4.5,0.4166666666666667,153.262,intermediate,1,38,312,0,"Jordán, Colombia",PNSN-07,15
us6000tgp1,4.2,0.35416666666666674,61.584,shallow,0,144,271,0,"Petropavlovsk-Kamchatsky, Russia",CEA-12,10
tx2026ojysxv,3.9,0.2916666666666667,7.7393,shallow,8,51,237,0,"Westbrook, Texas",SCEDC-01,14
aka2026omgslv,2.5,0.0,22,shallow,0,239,96,0,"Atka, Alaska",PNSN-07,0
ci40660218,3.24,0.15416666666666673,14.73,shallow,9,70,164,0,"Brawley, CA",PNSN-07,15
us7000t385,2.9,0.08333333333333331,10,shallow,0,259,129,0,"Sand Point, Alaska",SCEDC-01,14
us6000tgnx,4.2,0.35416666666666674,587.335,deep,0,122,271,0,"Levuka, Fiji",unknown,0
us7000t2tf,4.5,0.4166666666666667,28.723,shallow,0,181,312,0,"La Esperanza (El Zapotal), Mexico",SCEDC-01,1
us7000t383,3.3,0.16666666666666663,35,shallow,0,207,168,0,"Atka, Alaska",PNSN-07,14
us6000tgnv,4.6,0.43749999999999994,10,shallow,0,144,326,0,"Merizo Village, Guam",PNSN-07,13
us6000tgnw,4.3,0.375,146.197,intermediate,0,115,284,0,"Piedecuesta, Colombia",SCEDC-01,1
us7000t2uy,2.8,0.062499999999999965,35,shallow,0,215,121,0,"Atka, Alaska",CEA-12,0
us7000t2t9,4.6,0.43749999999999994,198.532,intermediate,0,92,326,0,"Lata, Solomon Islands",SCEDC-01,8
tx2026ojshuv,2.7,0.041666666666666706,5.2795,shallow,0,34,112,0,"Jal, New Mexico",PNSN-07,0
aka2026olzmfd,2.5,0.0,0.7,shallow,2,33,97,0,"Susitna North, Alaska",USGS-WEST,7
us7000t2pg,4.5,0.4166666666666667,10,shallow,0,120,312,0,"Isangel, Vanuatu",SCEDC-01,7
us7000t2p8,4,0.3125,383.511,deep,0,120,246,0,"Kushimoto, Japan",SCEDC-01,0
us7000t380,3.1,0.12500000000000003,35,shallow,0,216,148,0,"Atka, Alaska",USGS-WEST,11
us7000t2p7,5,0.5208333333333334,35,shallow,0,158,385,1,"Champerico, Guatemala",SCEDC-01,10
aka2026olyovr,2.6,0.020833333333333353,129.4,intermediate,0,72,104,0,"Pedro Bay, Alaska",USGS-WEST,15
us7000t37x,3.2,0.14583333333333337,29.61,shallow,0,203,158,0,"Adak, Alaska",unknown,0
us7000t2p3,4.7,0.45833333333333337,10,shallow,0,92,340,0,"Ovalle, Chile",PNSN-07,15
us7000t2p1,4.9,0.5000000000000001,321.081,deep,0,36,369,0,"Pagan region, Northern Mariana Islands",CEA-12,3
us7000t2nz,4.6,0.43749999999999994,10,shallow,0,158,326,0,"Champerico, Guatemala",PNSN-07,4
aka2026oltkex,2.5,0.0,2.1,shallow,0,266,96,0,"Nikolski, Alaska",USGS-WEST,12
tx2026ojlaky,5,0.5208333333333334,5.6885,shallow,499,71,714,1,"Spearman, Texas",PNSN-07,4
aka2026olslps,2.7,0.041666666666666706,20,shallow,0,301,112,0,"Atka, Alaska",SCEDC-01,8
us7000t37q,3.8,0.2708333333333333,35,shallow,0,213,222,0,"Atka, Alaska",unknown,0
us7000t2n5,5.1,0.5416666666666666,35,shallow,0,107,400,1,"Atka, Alaska",PNSN-07,5
us7000t2n3,5.1,0.5416666666666666,10,shallow,0,62,400,1,"Tatsugō, Japan",PNSN-07,11
uu80146096,2.62,0.025000000000000022,2.77,shallow,0,62,106,0,"Panguitch, Utah",CEA-12,0
ci40659962,2.73,0.04791666666666666,11.49,shallow,1,37,115,0,"Brawley, CA",unknown,0
ci40659938,2.77,0.05625000000000001,15.51,shallow,0,37,118,0,"Brawley, CA",PNSN-07,10
ci40659914,3.25,0.15625,15.83,shallow,9,35,165,0,"Imperial, CA",PNSN-07,0
uu80146091,2.6,0.020833333333333353,4.88,shallow,0,45,104,0,"Circleville, Utah",CEA-12,10
us7000t2ms,4.4,0.3958333333333334,10,shallow,0,69,298,0,"Dogonbadan, Iran",PNSN-07,9
us7000t2mq,4.2,0.35416666666666674,36.464,shallow,0,146,271,0,"Valparaíso, Chile",SCEDC-01,0
ci40659802,3.61703988682385,0.2327166430883021,9.36,shallow,39,36,214,0,"Brawley, CA",USGS-WEST,0
ci40659794,3.07,0.11874999999999997,9.87,shallow,0,37,145,0,"Brawley, CA",SCEDC-01,14
ci40659722,2.97,0.09791666666666671,9.78,shallow,4,37,137,0,"Brawley, CA",PNSN-07,9
us7000t2mc,4.6,0.43749999999999994,42.809,shallow,0,138,326,0,"Atka, Alaska",CEA-12,14
us7000t2ma,4.2,0.35416666666666674,10,shallow,0,206,271,0,"La Esperanza (El Zapotal), Mexico",CEA-12,5
us7000t2mi,5.1,0.5416666666666666,10,shallow,0,75,400,1,central Mid-Atlantic Ridge,PNSN-07,1
us7000t37i,3.9,0.2916666666666667,225.614,intermediate,0,125,234,0,"Nikolski, Alaska",SCEDC-01,12
us7000t2lg,4.6,0.43749999999999994,69.909,shallow,0,116,326,0,"Mawlaik, Burma (Myanmar)",PNSN-07,11
uu80146066,3.23,0.15208333333333335,5.23,shallow,6,105,163,0,"Bennington, Idaho",PNSN-07,2
us6000tgnd,4.4,0.3958333333333334,10,shallow,0,73,298,0,"Abepura, Indonesia",CEA-12,6
us7000t2l3,4.6,0.43749999999999994,51.662,shallow,0,139,326,0,"Puerto Casma, Peru",SCEDC-01,10
us7000t2ku,4.7,0.45833333333333337,119.099,intermediate,0,138,340,0,"Iray, Peru",PNSN-07,11
us6000tgnc,4.2,0.35416666666666674,10,shallow,0,70,271,0,"Agats, Indonesia",USGS-WEST,0
us7000t2ki,4.1,0.33333333333333326,10,shallow,0,127,259,0,"Puerto Peñasco, Mexico",PNSN-07,12
us7000t2kg,4.7,0.45833333333333337,96.05,intermediate,0,62,340,0,"Calama, Chile",SCEDC-01,5
aka2026olatno,3,0.10416666666666667,20,shallow,0,304,138,0,"Atka, Alaska",PNSN-07,4
nc75404007,2.64,0.029166666666666695,4.25,shallow,417,28,266,0,"San Leandro, CA",CEA-12,0
us6000tgn6,4.1,0.33333333333333326,10,shallow,0,207,259,0,"Ocós, Guatemala",PNSN-07,1
us7000t378,2.8,0.062499999999999965,35,shallow,0,230,121,0,"Nikolski, Alaska",PNSN-07,9
us6000tgn4,4.1,0.33333333333333326,10,shallow,0,110,259,0,Mariana Islands region,SCEDC-01,6
us6000tgn5,4.1,0.33333333333333326,10,shallow,0,145,259,0,"Saipan, Northern Mariana Islands",PNSN-07,0
us6000tgeh,4.2,0.35416666666666674,56.934,shallow,0,140,271,0,"Bengkulu, Indonesia",PNSN-07,0
aka2026okxiia,2.7,0.041666666666666706,25.9,shallow,0,263,112,0,"Akhiok, Alaska",USGS-WEST,6
us7000t2jt,2.6,0.020833333333333353,5,shallow,0,49,104,0,"Yakutat, Alaska",unknown,0
us7000t2jk,4.9,0.5000000000000001,61.949,shallow,0,48,369,0,"Hihifo, Tonga",CEA-12,0
pr71525343,2.62,0.025000000000000022,11.4,shallow,0,181,106,0,"Maria Antonia, Puerto Rico",PNSN-07,15
us7000t2jh,4.9,0.5000000000000001,10,shallow,0,114,369,0,"Sola, Vanuatu",PNSN-07,0
pr71525333,2.66,0.03333333333333337,11.76,shallow,0,179,109,0,"Maria Antonia, Puerto Rico",SCEDC-01,1
us6000tgeg,4.3,0.375,501.375,deep,0,132,284,0,Fiji region,PNSN-07,0
us7000t2j3,5.1,0.5416666666666666,22.112,shallow,0,137,400,1,"Kermadec Islands, New Zealand",SCEDC-01,4
pr71525323,3.32,0.1708333333333333,9.66,shallow,0,184,170,0,"San Antonio, Puerto Rico",PNSN-07,8
us7000t2iy,4.1,0.33333333333333326,27.376,shallow,0,59,259,0,"Hualien City, Taiwan",unknown,0
us6000tgee,4.3,0.375,10,shallow,0,125,284,0,"Kundiawa, Papua New Guinea",CEA-12,8
hv75006537,2.85,0.07291666666666669,31.62,shallow,2,81,125,0,"Pāhala, Hawaii",SCEDC-01,10
us7000t2ig,4.9,0.5000000000000001,35,shallow,0,81,369,0,"Kermadec Islands, New Zealand",PNSN-07,13
us6000tged,4.3,0.375,10,shallow,0,79,284,0,"Pototano, Indonesia",CEA-12,10
aka2026okoeco,3.1,0.12500000000000003,6.5,shallow,0,254,148,0,"Akhiok, Alaska",PNSN-07,1
aka2026okobqy,2.8,0.062499999999999965,5.2,shallow,0,271,121,0,"Akhiok, Alaska",CEA-12,11
us7000t2hm,4.8,0.47916666666666663,339.784,deep,0,35,354,0,Kermadec Islands region,PNSN-07,0
us6000tgeb,4.2,0.35416666666666674,340.53,deep,0,43,271,0,"Lospalos, Timor Leste",PNSN-07,9
aka2026okmwzn,4.9,0.5000000000000001,16.2,shallow,1,158,370,0,"Akhiok, Alaska",PNSN-07,9
us6000tge9,4,0.3125,10,shallow,0,178,246,0,"Puerto Madero, Mexico",SCEDC-01,2
us6000tgea,4.1,0.33333333333333326,32.964,shallow,0,193,259,0,"Banda Aceh, Indonesia",unknown,0
us6000tge7,4.1,0.33333333333333326,36.274,shallow,0,177,259,0,"Noda, Japan",USGS-WEST,0
us6000tge6,4,0.3125,10,shallow,0,166,246,0,"Blangpidie, Indonesia",CEA-12,3
us7000t2h9,4.8,0.47916666666666663,111.515,intermediate,0,49,354,0,"San Pedro de Atacama, Chile",CEA-12,7
nn00922179,3.5,0.20833333333333334,14,shallow,6,87,190,0,"Yerington, Nevada",unknown,0
aka2026oklcpr,2.5,0.0,14.7,shallow,0,255,96,0,"Sand Point, Alaska",SCEDC-01,0
us7000t2h5,3.2,0.14583333333333337,10,shallow,0,203,158,0,"Chiniak, Alaska",CEA-12,8
us7000t2h4,4.3,0.375,10,shallow,0,126,284,0,"Brisas Barra de Suchiate, Mexico",PNSN-07,9
us7000t2gx,4.9,0.5000000000000001,35,shallow,0,134,369,0,"Kermadec Islands, New Zealand",unknown,0
us7000t2gq,4.9,0.5000000000000001,41.523,shallow,0,193,369,0,"Kermadec Islands, New Zealand",USGS-WEST,6
us7000t2gh,4.9,0.5000000000000001,10,shallow,0,41,369,0,"Abepura, Indonesia",SCEDC-01,0
us6000tge1,4.2,0.35416666666666674,10,shallow,0,119,271,0,"Pototano, Indonesia",USGS-WEST,1
us6000tge0,4.3,0.375,23.409,shallow,0,187,284,0,"Burias, Philippines",PNSN-07,2
aka2026okblgo,2.7,0.041666666666666706,7.3,shallow,0,282,112,0,"Nikolski, Alaska",SCEDC-01,13
us6000tgdy,4.4,0.3958333333333334,171.415,intermediate,0,106,298,0,"Merizo Village, Guam",SCEDC-01,12
us7000t2g2,4.2,0.35416666666666674,10,shallow,0,160,271,0,"Puerto Madero, Mexico",unknown,0
us7000t2g0,4.6,0.43749999999999994,123.346,intermediate,0,62,326,0,"San Pedro de Atacama, Chile",PNSN-07,15
us7000t2fx,4.3,0.375,118.333,intermediate,0,39,284,0,"Calama, Chile",PNSN-07,1
us7000t2fy,4.5,0.4166666666666667,38.874,shallow,0,134,312,0,"Tomioka, Japan",CEA-12,3
aka2026ojysvm,2.5,0.0,121.4,intermediate,0,44,96,0,"Happy Valley, Alaska",PNSN-07,5
us6000tgdw,4.4,0.3958333333333334,35,shallow,0,189,298,0,"Noda, Japan",USGS-WEST,11
us7000t2fu,4.7,0.45833333333333337,105.698,intermediate,0,44,340,0,"Finschhafen, Papua New Guinea",SCEDC-01,4
us7000t37e,2.6,0.020833333333333353,27.611,shallow,0,217,104,0,"Adak, Alaska",USGS-WEST,5
us6000tgdu,4.3,0.375,10,shallow,0,106,284,0,"Petropavlovsk-Kamchatsky, Russia",PNSN-07,14
pr71525293,3.03,0.11041666666666664,7.78,shallow,0,293,141,0,"Pole Ojea, Puerto Rico",CEA-12,2
us6000tgdv,4.4,0.3958333333333334,35,shallow,0,158,298,0,"Maasim, Philippines",PNSN-07,0
us7000t2fq,4.5,0.4166666666666667,10,shallow,0,199,312,0,"Puerto Madero, Mexico",USGS-WEST,0
us6000tgdt,4.5,0.4166666666666667,10,shallow,0,91,312,0,"Caluula, Somalia",PNSN-07,7
us7000t2fk,4.3,0.375,38.185,shallow,0,185,284,0,"Puerto Madero, Mexico",PNSN-07,3
us7000t2fj,5,0.5208333333333334,64.111,shallow,4,46,386,1,"Balangonan, Philippines",CEA-12,7
us7000t2fd,4.9,0.5000000000000001,10,shallow,0,131,369,0,"Vallenar, Chile",SCEDC-01,0
us7000t36c,2.7,0.041666666666666706,7.088,shallow,0,238,112,0,"Akutan, Alaska",PNSN-07,15
tx2026ohmvlr,2.5,0.0,7.3975,shallow,0,69,96,0,"Garden City, Texas",CEA-12,12
us7000t2f3,4.1,0.33333333333333326,54.783,shallow,0,164,259,0,"Puerto Madero, Mexico",PNSN-07,15
us7000t2f2,4.1,0.33333333333333326,92.523,intermediate,0,163,259,0,"Severo-Kuril’sk, Russia",PNSN-07,9
us6000tgdq,4.2,0.35416666666666674,52.551,shallow,0,156,271,0,"Isangel, Vanuatu",SCEDC-01,14
us7000t2ei,4.9,0.5000000000000001,10,shallow,0,60,369,0,"Abepura, Indonesia",CEA-12,10
aka2026ojoxkq,2.8,0.062499999999999965,108.5,intermediate,1,34,121,0,"Skwentna, Alaska",PNSN-07,9
uu80145961,2.99,0.10208333333333339,-1.92,shallow,7,106,140,0,"Bennington, Idaho",PNSN-07,15
us6000tgdp,4.4,0.3958333333333334,487.81,deep,0,101,298,0,the Fiji Islands,unknown,0
us7000t2e4,3.9,0.2916666666666667,10,shallow,0,261,234,0,"Bandon, Oregon",PNSN-07,3
us7000t2dz,5,0.5208333333333334,10,shallow,4,59,386,1,"Langsa, Indonesia",SCEDC-01,11
us7000t2dw,4,0.3125,35,shallow,0,208,246,0,"Puerto Madero, Mexico",USGS-WEST,2
us7000t2dv,4.6,0.43749999999999994,35,shallow,0,135,326,0,"Kuril’sk, Russia",USGS-WEST,3
us7000t360,2.9,0.08333333333333331,18.029,shallow,0,222,129,0,"Nikolski, Alaska",unknown,0
aka2026ojigbg,3,0.10416666666666667,127,intermediate,0,36,138,0,"Ninilchik, Alaska",CEA-12,4
us7000t2dg,4.7,0.45833333333333337,61.498,shallow,17,137,346,0,"Cuya, Chile",CEA-12,13
us7000t2dd,4.1,0.33333333333333326,35,shallow,1,143,259,0,"Antofagasta, Chile",PNSN-07,2
us6000tgdg,4.5,0.4166666666666667,10,shallow,0,100,312,0,South Sandwich Islands region,unknown,0
tx2026oguydd,2.6,0.020833333333333353,6.7151,shallow,0,48,104,0,"Jal, New Mexico",unknown,0
us6000tg4s,4.2,0.35416666666666674,287.382,intermediate,0,154,271,0,"Volcano Islands, Japan region",PNSN-07,8
us7000t2cl,4.4,0.3958333333333334,115.636,intermediate,0,99,298,0,"Bāzārak, Afghanistan",CEA-12,12
us6000tg4r,4.5,0.4166666666666667,10,shallow,0,243,312,0,the Kermadec Islands,PNSN-07,0
aka2026oizpwh,2.8,0.062499999999999965,9.4,shallow,0,103,121,0,"Karluk, Alaska",unknown,0
us7000t2c9,4.8,0.47916666666666663,151.31,intermediate,0,104,354,0,"Port-Vila, Vanuatu",CEA-12,11
us7000t2c5,4.2,0.35416666666666674,10,shallow,0,202,271,0,"Puerto Madero, Mexico",PNSN-07,2
us6000tg4h,4.3,0.375,78.634,intermediate,0,123,284,0,"Gamut, Philippines",PNSN-07,15
us6000tg4j,4,0.3125,14.049,shallow,0,83,246,0,"Abepura, Indonesia",CEA-12,7
us6000tg4g,4.5,0.4166666666666667,27.924,shallow,0,110,312,0,"Panguna, Papua New Guinea",PNSN-07,4
us7000t2az,4.8,0.47916666666666663,10,shallow,0,84,354,0,"Isangel, Vanuatu",USGS-WEST,15
us6000tg4f,4.4,0.3958333333333334,10,shallow,0,105,298,0,"Isangel, Vanuatu",SCEDC-01,0
us7000t2ak,4.2,0.35416666666666674,10,shallow,0,106,271,0,"Tawang, India",CEA-12,0
us7000t2ab,3.5,0.20833333333333334,10,shallow,0,273,188,0,"Bandon, Oregon",PNSN-07,6
us6000tg4d,4.3,0.375,10,shallow,0,206,284,0,"Puerto Madero, Mexico",CEA-12,0
us7000t2a7,5.1,0.5416666666666666,63.677,shallow,2,38,401,1,"Sugal, Philippines",CEA-12,10
us7000t2a5,4.6,0.43749999999999994,10,shallow,2,162,326,0,"Bandon, Oregon",CEA-12,0
aka2026oirmza,3.1,0.12500000000000003,104.6,intermediate,0,51,148,0,"Happy Valley, Alaska",unknown,0
us7000t2a3,4.3,0.375,36.874,shallow,0,192,284,0,"Puerto Madero, Mexico",CEA-12,4
us7000t2e7,4.7,0.45833333333333337,10,shallow,0,81,340,0,"Santa Cruz das Flores, Portugal",PNSN-07,5
us7000t29t,4.7,0.45833333333333337,35,shallow,0,79,340,0,"Puerto Santa, Peru",USGS-WEST,10
us6000tg4b,4.5,0.4166666666666667,10,shallow,0,149,312,0,"Santa Cruz da Graciosa, Portugal",CEA-12,0
us7000t29r,4.6,0.43749999999999994,10,shallow,0,127,326,0,"Ushuaia, Argentina",CEA-12,5
us7000t28f,4.1,0.33333333333333326,114.189,intermediate,0,59,259,0,"Ollagüe, Chile",SCEDC-01,13
aka2026oinsma,2.6,0.020833333333333353,8.1,shallow,0,205,104,0,"Adak, Alaska",PNSN-07,3
us7000t2w5,3.3,0.16666666666666663,10,shallow,0,185,168,0,"Attu Station, Alaska",CEA-12,2
us6000tg4a,4,0.3125,600.84,deep,0,198,246,0,the Fiji Islands,PNSN-07,6
us7000t26u,4.4,0.3958333333333334,259.857,intermediate,0,79,298,0,"Isangel, Vanuatu",SCEDC-01,12
us7000t26t,4.4,0.3958333333333334,10,shallow,0,206,298,0,"Puerto Madero, Mexico",SCEDC-01,10
us6000tg48,4.2,0.35416666666666674,10,shallow,0,205,271,0,"Puerto Madero, Mexico",CEA-12,15
us7000t26m,4.3,0.375,167.796,intermediate,0,63,284,0,"Fiambalá, Argentina",PNSN-07,12
us7000t2vv,3.1,0.12500000000000003,10,shallow,0,246,148,0,"Atka, Alaska",SCEDC-01,0
us7000t26k,4.6,0.43749999999999994,10,shallow,0,60,326,0,"San Rafael, Philippines",CEA-12,3
us6000tg46,4.5,0.4166666666666667,10,shallow,0,114,312,0,"Santa Cruz das Flores, Portugal",CEA-12,10
us7000t26j,4.7,0.45833333333333337,10,shallow,0,46,340,0,"Abepura, Indonesia",CEA-12,10
us6000tg45,4.5,0.4166666666666667,10,shallow,0,144,312,0,"Santa Cruz das Flores, Portugal",PNSN-07,12
us6000tg44,4.3,0.375,10,shallow,0,83,284,0,"Santa Cruz das Flores, Portugal",PNSN-07,14
us6000tg4u,4.8,0.47916666666666663,10,shallow,0,66,354,0,"Santa Cruz da Graciosa, Portugal",PNSN-07,3
us7000t26b,5.3,0.5833333333333334,10,shallow,0,20,432,1,"Santa Cruz das Flores, Portugal",CEA-12,13
us6000tg42,4,0.3125,54.271,shallow,0,175,246,0,"Vilyuchinsk, Russia",PNSN-07,12
us6000tg43,4,0.3125,554.421,deep,0,164,246,0,Fiji region,CEA-12,2
us6000tg40,4.7,0.45833333333333337,35.391,shallow,0,150,340,0,Kermadec Islands region,CEA-12,0
us6000tg3z,4.2,0.35416666666666674,58.104,shallow,0,96,271,0,"Ternate, Indonesia",unknown,0
us6000tg3x,4.5,0.4166666666666667,10,shallow,0,110,312,0,South Sandwich Islands region,PNSN-07,0
us7000t25y,5.6,0.6458333333333333,19.704,shallow,0,69,482,1,Kermadec Islands region,USGS-WEST,11
us7000t25z,4.1,0.33333333333333326,35,shallow,0,170,259,0,"Manokwari, Indonesia",unknown,0
us7000t25t,4.5,0.4166666666666667,539.829,deep,0,67,312,0,"Maumere, Indonesia",PNSN-07,7
us7000t25s,5.2,0.5625000000000001,10,shallow,0,23,416,1,"Simao, China",CEA-12,14
us7000t25n,4.4,0.3958333333333334,68.613,shallow,0,80,298,0,"Te Anau, New Zealand",CEA-12,3
us7000t25j,4.9,0.5000000000000001,12.946,shallow,4,85,371,0,"Merizo Village, Guam",unknown,0
us7000t25g,4,0.3125,211.514,intermediate,0,142,246,0,"Jurm, Afghanistan",CEA-12,0
us7000t25f,2.6,0.020833333333333353,5,shallow,0,113,104,0,"Alcan Border, Alaska",PNSN-07,0
hv75005557,2.64,0.029166666666666695,31.9,shallow,0,83,107,0,"Pāhala, Hawaii",USGS-WEST,6
us6000tisz,4.1,0.33333333333333326,10,shallow,0,186,259,0,"Brisas Barra de Suchiate, Mexico",PNSN-07,0
us7000t256,4.1,0.33333333333333326,33.142,shallow,0,164,259,0,"Brisas Barra de Suchiate, Mexico",USGS-WEST,5
